"Product Identifier"|"Product Name"|"Product Price"|"Product Images"|"Product Video"|"Product PDF"|"Product Features"|"Dates of Reviews"
sp110635|"Bilstein® - B16 DampTronic Coilover Kit"|"$2,401.28 - $3,372.10"|/images/bilstein/suspension-systems/49-216042.jpg,/images/bilstein/suspension-systems/49-145489.jpg,/images/bilstein/suspension-systems/49-115604.jpg,/images/bilstein/suspension-systems/49-135817-2.jpg,/images/bilstein/suspension-systems/49-237108-2.jpg,/images/bilstein/suspension-systems/49-115604-2.jpg,/images/bilstein/suspension-systems/49-135985.jpg,/images/bilstein/suspension-systems/49-237276-2.jpg,/images/bilstein/suspension-systems/49-145489-2.jpg,/images/bilstein/suspension-systems/49-223873-3.jpg,/images/bilstein/suspension-systems/49-216042-3.jpg,/images/bilstein/suspension-systems/49-237191-2.jpg,/images/bilstein/suspension-systems/49-122046-2.jpg,/images/bilstein/suspension-systems/49-135817-3.jpg,/images/bilstein/suspension-systems/49-145489-3.jpg,/images/bilstein/suspension-systems/49-223873-4.jpg,/images/bilstein/suspension-systems/49-135985-2.jpg,/images/bilstein/suspension-systems/49-122046-3.jpg,/images/bilstein/suspension-systems/49-216042-4.jpg,/images/bilstein/authorized-dealer.jpg|/images/bilstein/suspension-systems/video/monotube-vs-twintube-shock_480p.mp4|/images/bilstein/info/pdf/b12-b14-b16-kits-info.pdf|"Electronic adjustment system developed specifically for each application[:os:]Adjustable setting levels for the most dynamic driving experience[:os:]Ability to switch instantly between settings to suit driving conditions[:os:]Threaded body adjustable range of 20mm at both axles, while installed[:os:]Lowering of approx. 30-50 mm at front and rear[:os:]Road-tested and fine-tuned by BILSTEIN ride engineers, under extreme motorsports conditions[:os:]Spring plates and lock nuts made from a special aluminium alloy[:os:]Surface coating using Triple-C-Technology® for long-lasting corrosion resistance[:os:]Round threads for easy adjustment[:os:]Quality sport springs made from highly durable material[:os:]Gas pressure technology[:os:](2) Front Coilovers[:os:](2) Rear Coilovers[:os:]Hardware Kit"|empty
sp110636|"Bilstein® - B16 PSS Series Coilover Kit"|"$282.34 - $2,858.90"|/images/bilstein/suspension-systems/48-197441.jpg,/images/bilstein/suspension-systems/48-080422.jpg,/images/bilstein/suspension-systems/48-080569.jpg,/images/bilstein/suspension-systems/48-123525-2.jpg,/images/bilstein/suspension-systems/48-126380-2.jpg,/images/bilstein/suspension-systems/48-088602-2.jpg,/images/bilstein/suspension-systems/48-126687-2.jpg,/images/bilstein/suspension-systems/48-230971-3.jpg,/images/bilstein/suspension-systems/48-088763-2.jpg,/images/bilstein/suspension-systems/48-197441-3.jpg,/images/bilstein/suspension-systems/48-115674-2.jpg,/images/bilstein/suspension-systems/48-101288-2.jpg,/images/bilstein/suspension-systems/48-080569-2.jpg,/images/bilstein/suspension-systems/48-115575-2.jpg,/images/bilstein/suspension-systems/48-147231-2.jpg,/images/bilstein/suspension-systems/b16-series-pss9-10-coilover-kit-2.jpg,/images/bilstein/suspension-systems/48-141147-2.jpg,/images/bilstein/suspension-systems/48-158176-2.jpg,/images/bilstein/suspension-systems/48-135245-2.jpg,/images/bilstein/suspension-systems/48-080408-2.jpg,/images/bilstein/authorized-dealer.jpg|/images/bilstein/suspension-systems/video/monotube-vs-twintube-shock_480p.mp4|/images/bilstein/info/pdf/b12-b14-b16-kits-info.pdf|"Individual settings ranging from maximum Comfort to aggressive Sport can be selected by the twist of a dial[:os:]Threaded body adjustable range of 0.79"" at both axles[:os:]Lowering of approx. 1.18""-1.96"" mm at front and rear[:os:]Road-tested and fine-tuned by BILSTEIN ride engineers, under extreme motorsports conditions[:os:]Spring plates and lock nuts made from a special aluminum alloy[:os:]Surface coating using Triple-C-Technology® for long-lasting corrosion resistance[:os:]Round threads for easy adjustment[:os:]Quality sport springs made from highly durable material[:os:]Gas pressure technology[:os:]BILSTEIN monotube technology, made in Germany[:os:](2) Front Coilovers[:os:](2) Rear Coilovers[:os:]Harwdare"|empty
sp104981|"Fabtech® - 2.5 Dirt Logic Coilovers"|"$1,147.37 - $1,858.00"|/images/fabtech/performance-suspension-systems/fabtech-dirt-logic-2-5-coilovers.jpg,/images/fabtech/performance-suspension-systems/fabtech-dirt-logic-2-5-coilovers-w-res3.jpg,/images/fabtech/performance-suspension-systems/fts24019.jpg,/images/fabtech/performance-suspension-systems/fabtech-dirt-logic-2-5-coilovers-w-res2.jpg,/images/fabtech/authorized-dealer.jpg|/images/fabtech/info/videos/fabtech-2016-preview-sharpen-your-edge_1080p.mp4|/images/fabtech/info/pdfs/catalog.pdf,/images/brands/made-in-usa.pdf|"Monotube internal design[:os:]Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function[:os:]Proudly made in United States"|empty
sp17574|"Fabtech® - Basic Coilover Kit"|$539.02|/images/fabtech/performance-suspension-systems/fts2300k.jpg,/images/fabtech/performance-suspension-systems/fts260231.jpg,/images/fabtech/authorized-dealer.jpg|/images/fabtech/info/videos/fabtech-2016-preview-sharpen-your-edge_1080p.mp4|/images/fabtech/info/pdfs/catalog.pdf,/images/brands/made-in-usa.pdf|"Designed to provide a smooth and comfortable ride[:os:]Built to enhance your off-road capabilities[:os:]Made from road-touch materials to survive the test of time[:os:]Perfectly installed for the first time"|empty
sp113538|"Fabtech® - Lift Coilover Conversion Kit"|$720.00|/images/fabtech/performance-suspension-systems/fts24109.jpg,/images/fabtech/authorized-dealer.jpg|/images/fabtech/info/videos/project-power-storm-burnout_720p.mp4|/images/fabtech/info/pdfs/catalog.pdf,/images/brands/made-in-usa.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function[:os:]Proudly made in United States"|empty
sp110609|"Eibach® - Multi-Pro-R1 Lowering Coilover Kit"|"$2,313.36 - $2,405.70"|/images/eibach/suspension-systems/8598-712.jpg,/images/eibach/suspension-systems/35145-712.jpg,/images/eibach/suspension-systems/28110-712.jpg,/images/eibach/eibach-authorized-dealer.jpg|/images/eibach/info/video/multi-pro-r1-promo_720p.mp4|/images/eibach/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Easy Ride-Height/Corner Weight Adjustability[:os:]Monotube Design for Maximum Street and Track Performance[:os:]Spring Rates can be Tuned with a Wide Range of Eibach Motorsport ERS Springs[:os:]Precise Spherical Upper Bushing Mount[:os:]Stainless-Steel/Teflon Braided Reservoir Lines[:os:]Legendary Eibach Suspension Quality and Tuning[:os:]100% Designed and Built at Eibach U.S.A[:os:]One-year Warranty"|empty
sp110610|"Eibach® - Multi-Pro-R2 Lowering Coilover Kit"|"$2,683.53 - $3,053.70"|/images/eibach/suspension-systems/7718-713.jpg,/images/eibach/suspension-systems/2895-713.jpg,/images/eibach/suspension-systems/85103-713.jpg,/images/eibach/eibach-authorized-dealer.jpg|/images/eibach/info/video/multi-pro-r1-promo_720p.mp4|/images/eibach/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Easy Ride-Height/Corner Weight Adjustability[:os:]Monotube Design for Maximum Street and Track Performance[:os:]Spring Rates can be Tuned with a Wide Range of Eibach Motorsport ERS Springs (available separately)[:os:]Precise Spherical Upper Bushing Mount[:os:]Stainless-Steel/Teflon Braided Reservoir Lines[:os:]Legendary Eibach Suspension Quality and Tuning[:os:]100% Designed and Built at Eibach U.S.A[:os:]One-year Warranty"|empty
sp3947|"Koni® - 1150 Coilover Lowering Kit"|"$1,179.72 - $1,436.08"|/images/koni/suspension-systems/1150-5001-1.jpg,/images/koni/info/images/shock-types.jpg,/images/koni/authorized-dealer.jpg,/images/koni/info/koni-banner.jpg|/images/koni/info/videos/koni-experience_720p.mp4|/images/koni/suspension-systems/pdf/catalog.pdf,/images/koni/info/koni-rebate-form.pdf|"Aggressive roadholding and perfect handling by variable lowering and externally adjustable of shock absorbers[:os:]Optimum variability for lowering and improved fine tuning by advanced matching technology based on the know how from the KONI motor sport division[:os:]Complete set (kit) – consisting of four KONI high-performance sports shock absorbers and precisely-fitting lowering springs[:os:]Great price to performance ratio and long working life resulting from the efficient combination of quality, advanced production processes and technical know how[:os:]Best-possible road holding[:os:]Lowering can be corner-specific, for weight jacking[:os:]As with SPORT shocks, these are externally rebound adjustable on most car"|empty
sp109436|"Skyjacker® - LeDuc Series Lift Coilovers"|"$1,079.20 - $2,335.13"|/images/skyjacker/suspension-systems/jk62fls.jpg,/images/skyjacker/suspension-systems/jk62rls.jpg,/images/skyjacker/authorized-dealer.jpg|/images/skyjacker/suspension-systems/video/product-line_480p.mp4|/images/skyjacker/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function[:os:](2) Front 2.5"" Remote Reservoir Coilover Shocks with Coil Springs"|empty
sp21131|"ICON® - VS Series 3.0 Coilovers"|"$2,499.95 - $2,513.24"|/images/icon-vehicle-dynamics/suspension-systems/95000.jpg,/images/icon-vehicle-dynamics/suspension-systems/95000-2.jpg,/images/icon-vehicle-dynamics/suspension-systems/95000-3.jpg,/images/icon-vehicle-dynamics/authorized-dealer.jpg|/images/icon-vehicle-dynamics/info/videos/sema-2013_720p.mp4|/images/icon-vehicle-dynamics/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Monotube internal design[:os:]Internal Hydraulic Bump Zone Designed for Maximum G-out Control in the Last 40% of Travel[:os:]Easy-to-Adjust High Resolution Compression Adjuster Offers Fine Tuning Adjustments For All Types of Terrains[:os:]Direct Bolt in to OEM Location and Optimum Reservoir Positioning for Superb Heat Dissipation and protection[:os:]Nitrogen Charged 6063-T832 Aluminum 10” Remote Reservoirs that are Precision CNC Honed & Hard Anodized[:os:]Adjustable Ride Height up to 3.5” of Lift[:os:]ICON Engineered Eibach 3 5/8” ID High Quality Chrome Silicon Steel Springs that offer increased travel and performance[:os:]Multi Stage Cad Plated Finish with Polished and Anodized Top Cap / Rod Ends[:os:]Com 12 PTFE Lined Bearings Ensure Maximum Strength and Durability[:os:]Oversized 1” Heavy Duty CNC Machined Shock Shafts[:os:]Extended Droop Travel and Increased Overall Performance on and off road[:os:]Proudly made in USA"|empty
sp103056|"ICON® - Dynamics Lift Coilover Kit"|"$2,099.95 - $2,359.85"|/images/icon-vehicle-dynamics/suspension-systems/61721c.jpg,/images/icon-vehicle-dynamics/suspension-systems/61720.jpg,/images/icon-vehicle-dynamics/suspension-systems/61721c-2.jpg,/images/icon-vehicle-dynamics/suspension-systems/61721c-3.jpg,/images/icon-vehicle-dynamics/authorized-dealer.jpg|/images/icon-vehicle-dynamics/info/videos/team-icon-tom-wayes-2015-ultra-4-glen-helen-grand-prix_720p.mp4|/images/icon-vehicle-dynamics/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"100% Returnable to stock[:os:]Adjustable ride height[:os:]Adjustable secondary spring rate engagement[:os:]Increased wheel travel over stock[:os:]Vehicle specific tuned shocks to easily adjust compression damping[:os:]Shock geometry improves stability[:os:]One piece upper subframe for maximum strength[:os:]Lifetime guarantee that coil springs won’t sag"|empty
sp21117|"ICON® - VS Series 2.5 Coilovers"|"$1,149.95 - $1,959.95"|/images/icon-vehicle-dynamics/suspension-systems/211104.jpg,/images/icon-vehicle-dynamics/suspension-systems/28000.jpg,/images/icon-vehicle-dynamics/suspension-systems/28005.jpg,/images/icon-vehicle-dynamics/suspension-systems/58625.jpg,/images/icon-vehicle-dynamics/suspension-systems/58627.jpg,/images/icon-vehicle-dynamics/suspension-systems/58730.jpg,/images/icon-vehicle-dynamics/suspension-systems/91811.jpg,/images/icon-vehicle-dynamics/suspension-systems/vs-series-2-5-coilover-shocks-remote-reservoir.jpg,/images/icon-vehicle-dynamics/authorized-dealer.jpg|/images/icon-vehicle-dynamics/info/videos/2015-fj-summit-ouray-colorado-recap_720p.mp4|/images/icon-vehicle-dynamics/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Premium grade 5WT shock oil for consistent suspension damping along a wide temperature range[:os:]Nitrogen charged monotube design with internal reservoir[:os:]One-piece digressive piston design with vehicle specific valving for unsurpassed performance and ride quality on and off-road[:os:]7/8” diameter induction hardened, chrome plated shock shaft[:os:]PTFE lined spherical bearings and application specific mounting hardware[:os:]CAD plated, precision machined 1026 DOM steel shock body for maximum durability and corrosion resistance[:os:]Increase in strength and heat dissipation when compared to ICON V.S. 2.0 Series shocks[:os:]100% Rebuildable[:os:]Proudly made in United States"|empty
sp109631|"Dinan® - Lowering Coilover Kit"|"$949.00 - $2,677.00"|/images/dinan/suspension-systems/d190-4106.jpg,/images/dinan/suspension-systems/d190-4101.jpg,/images/dinan/suspension-systems/d190-4206.jpg,/images/dinan/suspension-systems/d190-4212-2.jpg,/images/dinan/suspension-systems/d190-4213-2.jpg,/images/dinan/suspension-systems/d190-4106-2.jpg,/images/dinan/suspension-systems/d190-4206-2.jpg,/images/dinan/suspension-systems/d190-4101-2.jpg,/images/dinan/suspension-systems/d190-4212-3.jpg,/images/dinan/suspension-systems/d190-4106-3.jpg,/images/dinan/suspension-systems/d190-4101-3.jpg,/images/dinan/suspension-systems/d190-4206-3.jpg,/images/dinan/authorized-dealer.jpg|/images/dinan/info/product-videos/tech-tip-springs-coilovers_720p.mp4|/images/brands/made-in-usa.pdf|"Threaded collars allow easy and precise front & rear vehicle height adjustments[:os:]Spring rates are nearly 50% stiffer in front and 10% stiffer in the rear[:os:]Substantial reduction in body roll[:os:]Included suspension packers allow adjustment of bump-stop clearance to fine-tune handling and comfort[:os:]Dinan-spec progressive bump stops improve ride quality at lowered ride heights[:os:]Components are machined from 6061-T6 aluminum and black anodized for a sporty appearance as well as corrosion protection[:os:]Stock upper spring mounts are utilized for quiet operation[:os:]Designed and manufactured in the USA[:os:](2) Front Coilover Struts[:os:](2) Front Main Coil Springs[:os:](2) Front Helper Coil Springs[:os:](2) Front Spring Isolators[:os:](2) Rear Shock Absorbers[:os:](2) Rear Coil Springs[:os:](2) Rear Adjustable Spring Perches Assembly[:os:](4) Bump Stops[:os:](2) Wrenches"|empty
sp109456|"Pro Comp® - Black Series Coilover Shock Absorber"|"$499.99 - $579.99"|/images/pro-comp/items/zx5078.jpg,/images/pro-comp/items/zx5079.jpg,/images/pro-comp/items/zx4002.jpg,/images/pro-comp/items/zx4002-2.jpg,/images/pro-comp/items/zx4002-4.jpg,/images/pro-comp/authorized-dealer.jpg,/images/pro-comp/info/pro-comp-promo-rebate.jpg,/images/pro-comp/info/pro-comp-monotube.jpg|/images/pro-comp/info/video/promo-video_720p.mp4|/images/pro-comp/info/pdf/black-series-coilover-shocks-information.pdf,/images/pro-comp/info/2016-procomp-catalog.pdf,/images/brands/made-in-usa.pdf,/images/pro-comp/info/pro-comp-1710-300-mail-in-rebate-form.pdf|"Monotube shock body with Viton O-rings[:os:]5/8"" hardened NitroCarb shock shaft[:os:]Rubber lower mount bushing[:os:]Heavy duty oil seal pack[:os:]Rebuildable design[:os:]Anodized black aluminum end caps[:os:]Hand-assembled to exact specifications[:os:]Zinc plating with clear UV protecting top coat and gloss polyurethane clear coat[:os:]Custom valved for each specific application[:os:]Proudly made in United States"|empty
sp20047|"Fox® -  2.5 Factory Series Coil-Over Shock Absorber"|"$1,294.95 - $1,894.95"|/images/fox/items/coil-over-shock25-factory-series-2.jpg,/images/fox/items/coil-over-shock25-factory-series.jpg,/images/fox/info/images/adjuster.jpg,/images/fox/info/images/adjuster-2.jpg,/images/fox/fox_authorized3.jpg|/images/fox/info/videos/presents-the-sunday-drive_720p.mp4|/images/fox/items/pdf/off-road-catalog.pdf|"2.5"" Smooth bore and honed seamless alloy bodies[:os:]Zinc-plated and double-clear coated for long lasting finish[:os:]Black-anodized, CNC-machined 6061-T6 billet aluminum components[:os:]Application specific, adjustable 3.0 Eibach® racing springs[:os:]7/8"" hardened NitroSteel® Steel carbon shafts[:os:]6061-T6 hard-anodized, high flow aluminum piston[:os:]Application specific valving to maximize performance[:os:]Redundant sealing pack system main seal, wiper seal, scraper seal[:os:]JM92 Advanced Suspension Fluid for improved performance at variable temperatures[:os:]PTFE-lined, heat-treated, alloy steel spherical[:os:]Direct replacement for stock and aftermarket lifts kits"|02-08-2017
